stem_id,stakes,question_text,answer_text,att_level,correctness,attestation_text
1,low,What does the Modified Mercalli Intensity Scale describe for an earthquake?,It describes the observed shaking severity and effects at a particular location.,none,correct,
1,low,What does the Modified Mercalli Intensity Scale describe for an earthquake?,It describes the earthquake's released energy as a single source magnitude.,none,incorrect,
1,low,What does the Modified Mercalli Intensity Scale describe for an earthquake?,It describes the observed shaking severity and effects at a particular location.,weak,correct,Source: U.S. Geological Survey — Modified Mercalli Intensity Scale
1,low,What does the Modified Mercalli Intensity Scale describe for an earthquake?,It describes the earthquake's released energy as a single source magnitude.,weak,incorrect,Source: U.S. Geological Survey — Modified Mercalli Intensity Scale
1,low,What does the Modified Mercalli Intensity Scale describe for an earthquake?,It describes the observed shaking severity and effects at a particular location.,strong,correct,"Source: U.S. Geological Survey — Modified Mercalli Intensity Scale
Publisher verified (U.S. Geological Survey)
Document unaltered since publication
Independently checked for relevance"
1,low,What does the Modified Mercalli Intensity Scale describe for an earthquake?,It describes the earthquake's released energy as a single source magnitude.,strong,incorrect,"Source: U.S. Geological Survey — Modified Mercalli Intensity Scale
Publisher verified (U.S. Geological Survey)
Document unaltered since publication
Independently checked for relevance"
2,low,"In oceanography, what is the common name for the midwater zone roughly 200 to 1,000 meters below the ocean surface?","It is the mesopelagic zone, often called the twilight zone.",none,correct,
2,low,"In oceanography, what is the common name for the midwater zone roughly 200 to 1,000 meters below the ocean surface?","It is the bathypelagic zone, often called the midnight zone.",none,incorrect,
2,low,"In oceanography, what is the common name for the midwater zone roughly 200 to 1,000 meters below the ocean surface?","It is the mesopelagic zone, often called the twilight zone.",weak,correct,Source: NOAA Ocean Exploration — What is the ocean twilight zone?
2,low,"In oceanography, what is the common name for the midwater zone roughly 200 to 1,000 meters below the ocean surface?","It is the bathypelagic zone, often called the midnight zone.",weak,incorrect,Source: NOAA Ocean Exploration — What is the ocean twilight zone?
2,low,"In oceanography, what is the common name for the midwater zone roughly 200 to 1,000 meters below the ocean surface?","It is the mesopelagic zone, often called the twilight zone.",strong,correct,"Source: NOAA Ocean Exploration — What is the ocean twilight zone?
Publisher verified (NOAA Ocean Exploration)
Document unaltered since publication
Independently checked for relevance"
2,low,"In oceanography, what is the common name for the midwater zone roughly 200 to 1,000 meters below the ocean surface?","It is the bathypelagic zone, often called the midnight zone.",strong,incorrect,"Source: NOAA Ocean Exploration — What is the ocean twilight zone?
Publisher verified (NOAA Ocean Exploration)
Document unaltered since publication
Independently checked for relevance"
3,low,"In the SI prefix system, what multiplier does the prefix “tera-” represent?",The prefix “tera-” represents a multiplier of 10^12.,none,correct,
3,low,"In the SI prefix system, what multiplier does the prefix “tera-” represent?",The prefix “tera-” represents a multiplier of 10^9.,none,incorrect,
3,low,"In the SI prefix system, what multiplier does the prefix “tera-” represent?",The prefix “tera-” represents a multiplier of 10^12.,weak,correct,Source: National Institute of Standards and Technology — Metric SI Prefixes
3,low,"In the SI prefix system, what multiplier does the prefix “tera-” represent?",The prefix “tera-” represents a multiplier of 10^9.,weak,incorrect,Source: National Institute of Standards and Technology — Metric SI Prefixes
3,low,"In the SI prefix system, what multiplier does the prefix “tera-” represent?",The prefix “tera-” represents a multiplier of 10^12.,strong,correct,"Source: National Institute of Standards and Technology — Metric SI Prefixes
Publisher verified (National Institute of Standards and Technology)
Document unaltered since publication
Independently checked for relevance"
3,low,"In the SI prefix system, what multiplier does the prefix “tera-” represent?",The prefix “tera-” represents a multiplier of 10^9.,strong,incorrect,"Source: National Institute of Standards and Technology — Metric SI Prefixes
Publisher verified (National Institute of Standards and Technology)
Document unaltered since publication
Independently checked for relevance"
4,low,"In Pride and Prejudice, which estate is associated with Mr. Darcy?",The estate is Pemberley.,none,correct,
4,low,"In Pride and Prejudice, which estate is associated with Mr. Darcy?",The estate is Rosings Park.,none,incorrect,
4,low,"In Pride and Prejudice, which estate is associated with Mr. Darcy?",The estate is Pemberley.,weak,correct,Source: Encyclopaedia Britannica — Pride and Prejudice
4,low,"In Pride and Prejudice, which estate is associated with Mr. Darcy?",The estate is Rosings Park.,weak,incorrect,Source: Encyclopaedia Britannica — Pride and Prejudice
4,low,"In Pride and Prejudice, which estate is associated with Mr. Darcy?",The estate is Pemberley.,strong,correct,"Source: Encyclopaedia Britannica — Pride and Prejudice
Publisher verified (Encyclopaedia Britannica)
Document unaltered since publication
Independently checked for relevance"
4,low,"In Pride and Prejudice, which estate is associated with Mr. Darcy?",The estate is Rosings Park.,strong,incorrect,"Source: Encyclopaedia Britannica — Pride and Prejudice
Publisher verified (Encyclopaedia Britannica)
Document unaltered since publication
Independently checked for relevance"
5,low,Which moon of Uranus is the largest?,Titania is Uranus's largest moon.,none,correct,
5,low,Which moon of Uranus is the largest?,Oberon is Uranus's largest moon.,none,incorrect,
5,low,Which moon of Uranus is the largest?,Titania is Uranus's largest moon.,weak,correct,Source: NASA Science — Uranus Moons
5,low,Which moon of Uranus is the largest?,Oberon is Uranus's largest moon.,weak,incorrect,Source: NASA Science — Uranus Moons
5,low,Which moon of Uranus is the largest?,Titania is Uranus's largest moon.,strong,correct,"Source: NASA Science — Uranus Moons
Publisher verified (NASA Science)
Document unaltered since publication
Independently checked for relevance"
5,low,Which moon of Uranus is the largest?,Oberon is Uranus's largest moon.,strong,incorrect,"Source: NASA Science — Uranus Moons
Publisher verified (NASA Science)
Document unaltered since publication
Independently checked for relevance"
6,low,What is the main pigment that gives brown algae their brown color?,The main brown pigment is fucoxanthin.,none,correct,
6,low,What is the main pigment that gives brown algae their brown color?,The main brown pigment is phycoerythrin.,none,incorrect,
6,low,What is the main pigment that gives brown algae their brown color?,The main brown pigment is fucoxanthin.,weak,correct,Source: Encyclopaedia Britannica — Brown algae
6,low,What is the main pigment that gives brown algae their brown color?,The main brown pigment is phycoerythrin.,weak,incorrect,Source: Encyclopaedia Britannica — Brown algae
