stem_id,stakes,question_text,answer_text,att_level,correctness,attestation_text
1,high,"At the federal level, what additional tax generally applies to an early distribution from a qualified retirement plan taken before age 59½ if no exception applies?",It is generally subject to a 10% additional tax.,none,correct,
1,high,"At the federal level, what additional tax generally applies to an early distribution from a qualified retirement plan taken before age 59½ if no exception applies?",It is generally subject to a 20% additional tax.,none,incorrect,
1,high,"At the federal level, what additional tax generally applies to an early distribution from a qualified retirement plan taken before age 59½ if no exception applies?",It is generally subject to a 10% additional tax.,weak,correct,"Source: Internal Revenue Service — IRS Topic No. 558, Additional Tax on Early Distributions From Retirement Plans Other Than IRAs"
1,high,"At the federal level, what additional tax generally applies to an early distribution from a qualified retirement plan taken before age 59½ if no exception applies?",It is generally subject to a 20% additional tax.,weak,incorrect,"Source: Internal Revenue Service — IRS Topic No. 558, Additional Tax on Early Distributions From Retirement Plans Other Than IRAs"
1,high,"At the federal level, what additional tax generally applies to an early distribution from a qualified retirement plan taken before age 59½ if no exception applies?",It is generally subject to a 10% additional tax.,strong,correct,"Source: Internal Revenue Service — IRS Topic No. 558, Additional Tax on Early Distributions From Retirement Plans Other Than IRAs
Publisher verified (Internal Revenue Service)
Document unaltered since publication
Independently checked for relevance"
1,high,"At the federal level, what additional tax generally applies to an early distribution from a qualified retirement plan taken before age 59½ if no exception applies?",It is generally subject to a 20% additional tax.,strong,incorrect,"Source: Internal Revenue Service — IRS Topic No. 558, Additional Tax on Early Distributions From Retirement Plans Other Than IRAs
Publisher verified (Internal Revenue Service)
Document unaltered since publication
Independently checked for relevance"
2,high,"For a person who is eligible to elect federal COBRA continuation coverage, how long must the election period generally last?",The election period must generally last at least 60 days.,none,correct,
2,high,"For a person who is eligible to elect federal COBRA continuation coverage, how long must the election period generally last?",The election period must generally last at least 45 days.,none,incorrect,
2,high,"For a person who is eligible to elect federal COBRA continuation coverage, how long must the election period generally last?",The election period must generally last at least 60 days.,weak,correct,"Source: U.S. Department of Labor — Employee Benefits Security Administration, FAQs on COBRA Continuation Health Coverage for Workers"
2,high,"For a person who is eligible to elect federal COBRA continuation coverage, how long must the election period generally last?",The election period must generally last at least 45 days.,weak,incorrect,"Source: U.S. Department of Labor — Employee Benefits Security Administration, FAQs on COBRA Continuation Health Coverage for Workers"
2,high,"For a person who is eligible to elect federal COBRA continuation coverage, how long must the election period generally last?",The election period must generally last at least 60 days.,strong,correct,"Source: U.S. Department of Labor — Employee Benefits Security Administration, FAQs on COBRA Continuation Health Coverage for Workers
Publisher verified (U.S. Department of Labor)
Document unaltered since publication
Independently checked for relevance"
2,high,"For a person who is eligible to elect federal COBRA continuation coverage, how long must the election period generally last?",The election period must generally last at least 45 days.,strong,incorrect,"Source: U.S. Department of Labor — Employee Benefits Security Administration, FAQs on COBRA Continuation Health Coverage for Workers
Publisher verified (U.S. Department of Labor)
Document unaltered since publication
Independently checked for relevance"
3,high,"At the federal level, how long does a person generally have to present an administrative tort claim against the United States after the claim accrues?",The claim generally must be presented within 2 years.,none,correct,
