stem_id,stakes,question_text,answer_text,att_level,correctness,attestation_text
1,low,"For most items shipped from Amazon.com, what is the standard return window after delivery?",Most items shipped from Amazon.com can generally be returned within 30 days of delivery.,none,correct,
1,low,"For most items shipped from Amazon.com, what is the standard return window after delivery?",Most items shipped from Amazon.com can generally be returned within 45 days of delivery.,none,incorrect,
1,low,"For most items shipped from Amazon.com, what is the standard return window after delivery?",Most items shipped from Amazon.com can generally be returned within 30 days of delivery.,weak,correct,"Source: Amazon Customer Service — Amazon Customer Service, Returns and Refunds policy"
1,low,"For most items shipped from Amazon.com, what is the standard return window after delivery?",Most items shipped from Amazon.com can generally be returned within 45 days of delivery.,weak,incorrect,"Source: Amazon Customer Service — Amazon Customer Service, Returns and Refunds policy"
1,low,"For most items shipped from Amazon.com, what is the standard return window after delivery?",Most items shipped from Amazon.com can generally be returned within 30 days of delivery.,strong,correct,"Source: Amazon Customer Service — Amazon Customer Service, Returns and Refunds policy
Publisher verified (Amazon Customer Service)
Document unaltered since publication
Independently checked for relevance"
1,low,"For most items shipped from Amazon.com, what is the standard return window after delivery?",Most items shipped from Amazon.com can generally be returned within 45 days of delivery.,strong,incorrect,"Source: Amazon Customer Service — Amazon Customer Service, Returns and Refunds policy
Publisher verified (Amazon Customer Service)
Document unaltered since publication
Independently checked for relevance"
2,low,"When a consumer deposits a check at a U.S. bank, how much of the deposit must generally be available by the next business day?",At least the first $225 of the check deposit must generally be available by the next business day.,none,correct,
2,low,"When a consumer deposits a check at a U.S. bank, how much of the deposit must generally be available by the next business day?",At least the first $100 of the check deposit must generally be available by the next business day.,none,incorrect,
2,low,"When a consumer deposits a check at a U.S. bank, how much of the deposit must generally be available by the next business day?",At least the first $225 of the check deposit must generally be available by the next business day.,weak,correct,"Source: Consumer Financial Protection Bureau — CFPB, Ask CFPB: I deposited a check. When will my funds be available?"
2,low,"When a consumer deposits a check at a U.S. bank, how much of the deposit must generally be available by the next business day?",At least the first $100 of the check deposit must generally be available by the next business day.,weak,incorrect,"Source: Consumer Financial Protection Bureau — CFPB, Ask CFPB: I deposited a check. When will my funds be available?"
2,low,"When a consumer deposits a check at a U.S. bank, how much of the deposit must generally be available by the next business day?",At least the first $225 of the check deposit must generally be available by the next business day.,strong,correct,"Source: Consumer Financial Protection Bureau — CFPB, Ask CFPB: I deposited a check. When will my funds be available?
Publisher verified (Consumer Financial Protection Bureau)
Document unaltered since publication
Independently checked for relevance"
