stem_id,stakes,question_text,answer_text,att_level,correctness,attestation_text
1,low,"In general, what is the expected delivery timeframe for USPS First-Class Mail letters within the United States?",The expected timeframe is generally 1 to 5 business days.,none,correct,
1,low,"In general, what is the expected delivery timeframe for USPS First-Class Mail letters within the United States?",The expected timeframe is generally 2 to 8 business days.,none,incorrect,
1,low,"In general, what is the expected delivery timeframe for USPS First-Class Mail letters within the United States?",The expected timeframe is generally 1 to 5 business days.,weak,correct,"Source: United States Postal Service — USPS, First-Class Mail service overview."
1,low,"In general, what is the expected delivery timeframe for USPS First-Class Mail letters within the United States?",The expected timeframe is generally 2 to 8 business days.,weak,incorrect,"Source: United States Postal Service — USPS, First-Class Mail service overview."
1,low,"In general, what is the expected delivery timeframe for USPS First-Class Mail letters within the United States?",The expected timeframe is generally 1 to 5 business days.,strong,correct,"Source: United States Postal Service — USPS, First-Class Mail service overview.
Publisher verified (United States Postal Service)
Document unaltered since publication
Independently checked for relevance"
1,low,"In general, what is the expected delivery timeframe for USPS First-Class Mail letters within the United States?",The expected timeframe is generally 2 to 8 business days.,strong,incorrect,"Source: United States Postal Service — USPS, First-Class Mail service overview.
Publisher verified (United States Postal Service)
Document unaltered since publication
Independently checked for relevance"
2,low,"In general, what letter weight does one Forever stamp cover for a domestic First-Class Mail letter?",One Forever stamp covers the current 1-ounce First-Class Mail letter price.,none,correct,
2,low,"In general, what letter weight does one Forever stamp cover for a domestic First-Class Mail letter?",One Forever stamp covers the current 2-ounce First-Class Mail letter price.,none,incorrect,
2,low,"In general, what letter weight does one Forever stamp cover for a domestic First-Class Mail letter?",One Forever stamp covers the current 1-ounce First-Class Mail letter price.,weak,correct,"Source: United States Postal Service — USPS, Forever Stamps product information."
2,low,"In general, what letter weight does one Forever stamp cover for a domestic First-Class Mail letter?",One Forever stamp covers the current 2-ounce First-Class Mail letter price.,weak,incorrect,"Source: United States Postal Service — USPS, Forever Stamps product information."
2,low,"In general, what letter weight does one Forever stamp cover for a domestic First-Class Mail letter?",One Forever stamp covers the current 1-ounce First-Class Mail letter price.,strong,correct,"Source: United States Postal Service — USPS, Forever Stamps product information.
Publisher verified (United States Postal Service)
Document unaltered since publication
Independently checked for relevance"
2,low,"In general, what letter weight does one Forever stamp cover for a domestic First-Class Mail letter?",One Forever stamp covers the current 2-ounce First-Class Mail letter price.,strong,incorrect,"Source: United States Postal Service — USPS, Forever Stamps product information.
Publisher verified (United States Postal Service)
Document unaltered since publication
Independently checked for relevance"
3,low,"For most eligible items bought on Amazon.com, what is the standard return window after delivery?",Most eligible items can be returned within 30 days after delivery.,none,correct,
3,low,"For most eligible items bought on Amazon.com, what is the standard return window after delivery?",Most eligible items can be returned within 45 days after delivery.,none,incorrect,
3,low,"For most eligible items bought on Amazon.com, what is the standard return window after delivery?",Most eligible items can be returned within 30 days after delivery.,weak,correct,"Source: Amazon Customer Service — Amazon Customer Service, About Our Returns Policies."
3,low,"For most eligible items bought on Amazon.com, what is the standard return window after delivery?",Most eligible items can be returned within 45 days after delivery.,weak,incorrect,"Source: Amazon Customer Service — Amazon Customer Service, About Our Returns Policies."
3,low,"For most eligible items bought on Amazon.com, what is the standard return window after delivery?",Most eligible items can be returned within 30 days after delivery.,strong,correct,"Source: Amazon Customer Service — Amazon Customer Service, About Our Returns Policies.
Publisher verified (Amazon Customer Service)
Document unaltered since publication
Independently checked for relevance"
3,low,"For most eligible items bought on Amazon.com, what is the standard return window after delivery?",Most eligible items can be returned within 45 days after delivery.,strong,incorrect,"Source: Amazon Customer Service — Amazon Customer Service, About Our Returns Policies.
Publisher verified (Amazon Customer Service)
Document unaltered since publication
Independently checked for relevance"
4,low,"For many App Store subscriptions, how far before the renewal date should a user cancel to avoid being charged again?",The user should cancel at least 24 hours before the renewal date.,none,correct,
4,low,"For many App Store subscriptions, how far before the renewal date should a user cancel to avoid being charged again?",The user should cancel at least 12 hours before the renewal date.,none,incorrect,
4,low,"For many App Store subscriptions, how far before the renewal date should a user cancel to avoid being charged again?",The user should cancel at least 24 hours before the renewal date.,weak,correct,"Source: Apple Support — Apple Support, If you want to cancel a subscription from Apple."
4,low,"For many App Store subscriptions, how far before the renewal date should a user cancel to avoid being charged again?",The user should cancel at least 12 hours before the renewal date.,weak,incorrect,"Source: Apple Support — Apple Support, If you want to cancel a subscription from Apple."
4,low,"For many App Store subscriptions, how far before the renewal date should a user cancel to avoid being charged again?",The user should cancel at least 24 hours before the renewal date.,strong,correct,"Source: Apple Support — Apple Support, If you want to cancel a subscription from Apple.
Publisher verified (Apple Support)
Document unaltered since publication
Independently checked for relevance"
4,low,"For many App Store subscriptions, how far before the renewal date should a user cancel to avoid being charged again?",The user should cancel at least 12 hours before the renewal date.,strong,incorrect,"Source: Apple Support — Apple Support, If you want to cancel a subscription from Apple.
Publisher verified (Apple Support)
Document unaltered since publication
Independently checked for relevance"
5,low,"In general, how early should travelers arrive at the airport before domestic and international flights in the United States?",The general recommendation is 2 hours before domestic flights and 3 hours before international flights.,none,correct,
5,low,"In general, how early should travelers arrive at the airport before domestic and international flights in the United States?",The general recommendation is 90 minutes before domestic flights and 2 hours before international flights.,none,incorrect,
5,low,"In general, how early should travelers arrive at the airport before domestic and international flights in the United States?",The general recommendation is 2 hours before domestic flights and 3 hours before international flights.,weak,correct,"Source: Transportation Security Administration — TSA, Travel Tips."
5,low,"In general, how early should travelers arrive at the airport before domestic and international flights in the United States?",The general recommendation is 90 minutes before domestic flights and 2 hours before international flights.,weak,incorrect,"Source: Transportation Security Administration — TSA, Travel Tips."
5,low,"In general, how early should travelers arrive at the airport before domestic and international flights in the United States?",The general recommendation is 2 hours before domestic flights and 3 hours before international flights.,strong,correct,"Source: Transportation Security Administration — TSA, Travel Tips.
Publisher verified (Transportation Security Administration)
Document unaltered since publication
Independently checked for relevance"
5,low,"In general, how early should travelers arrive at the airport before domestic and international flights in the United States?",The general recommendation is 90 minutes before domestic flights and 2 hours before international flights.,strong,incorrect,"Source: Transportation Security Administration — TSA, Travel Tips.
Publisher verified (Transportation Security Administration)
Document unaltered since publication
Independently checked for relevance"
6,low,"If a month-to-month Netflix plan is canceled, what generally happens to access during the current billing period?","Canceling does not add a cancellation fee, and streaming usually continues until the end of the current billing period.",none,correct,
6,low,"If a month-to-month Netflix plan is canceled, what generally happens to access during the current billing period?","Canceling does not add a cancellation fee, but streaming usually ends at the time the cancellation is submitted.",none,incorrect,
6,low,"If a month-to-month Netflix plan is canceled, what generally happens to access during the current billing period?","Canceling does not add a cancellation fee, and streaming usually continues until the end of the current billing period.",weak,correct,"Source: Netflix Help Center — Netflix Help Center, How to cancel Netflix."
6,low,"If a month-to-month Netflix plan is canceled, what generally happens to access during the current billing period?","Canceling does not add a cancellation fee, but streaming usually ends at the time the cancellation is submitted.",weak,incorrect,"Source: Netflix Help Center — Netflix Help Center, How to cancel Netflix."
6,low,"If a month-to-month Netflix plan is canceled, what generally happens to access during the current billing period?","Canceling does not add a cancellation fee, and streaming usually continues until the end of the current billing period.",strong,correct,"Source: Netflix Help Center — Netflix Help Center, How to cancel Netflix.
Publisher verified (Netflix Help Center)
Document unaltered since publication
Independently checked for relevance"
6,low,"If a month-to-month Netflix plan is canceled, what generally happens to access during the current billing period?","Canceling does not add a cancellation fee, but streaming usually ends at the time the cancellation is submitted.",strong,incorrect,"Source: Netflix Help Center — Netflix Help Center, How to cancel Netflix.
Publisher verified (Netflix Help Center)
Document unaltered since publication
Independently checked for relevance"
7,high,"At the federal level, what excise tax generally applies to an excess IRA contribution that remains uncorrected?",The excise tax is 6% per year on the excess amount that remains in the IRA.,none,correct,
7,high,"At the federal level, what excise tax generally applies to an excess IRA contribution that remains uncorrected?",The excise tax is 10% per year on the excess amount that remains in the IRA.,none,incorrect,
7,high,"At the federal level, what excise tax generally applies to an excess IRA contribution that remains uncorrected?",The excise tax is 6% per year on the excess amount that remains in the IRA.,weak,correct,"Source: Internal Revenue Service — IRS Publication 590-A, Contributions to Individual Retirement Arrangements."
7,high,"At the federal level, what excise tax generally applies to an excess IRA contribution that remains uncorrected?",The excise tax is 10% per year on the excess amount that remains in the IRA.,weak,incorrect,"Source: Internal Revenue Service — IRS Publication 590-A, Contributions to Individual Retirement Arrangements."
7,high,"At the federal level, what excise tax generally applies to an excess IRA contribution that remains uncorrected?",The excise tax is 6% per year on the excess amount that remains in the IRA.,strong,correct,"Source: Internal Revenue Service — IRS Publication 590-A, Contributions to Individual Retirement Arrangements.
Publisher verified (Internal Revenue Service)
Document unaltered since publication
Independently checked for relevance"
7,high,"At the federal level, what excise tax generally applies to an excess IRA contribution that remains uncorrected?",The excise tax is 10% per year on the excess amount that remains in the IRA.,strong,incorrect,"Source: Internal Revenue Service — IRS Publication 590-A, Contributions to Individual Retirement Arrangements.
Publisher verified (Internal Revenue Service)
Document unaltered since publication
Independently checked for relevance"
8,high,"Under federal rules, what can happen if a lost or stolen debit card is reported more than 60 calendar days after the statement showing the unauthorized transfer is sent?",The consumer can be liable for all money taken from the account and linked overdraft line.,none,correct,
8,high,"Under federal rules, what can happen if a lost or stolen debit card is reported more than 60 calendar days after the statement showing the unauthorized transfer is sent?",The consumer can be liable only for money taken after the report is received by the bank.,none,incorrect,
8,high,"Under federal rules, what can happen if a lost or stolen debit card is reported more than 60 calendar days after the statement showing the unauthorized transfer is sent?",The consumer can be liable for all money taken from the account and linked overdraft line.,weak,correct,"Source: Federal Trade Commission — FTC Consumer Advice, Lost or Stolen Credit, ATM, and Debit Cards."
8,high,"Under federal rules, what can happen if a lost or stolen debit card is reported more than 60 calendar days after the statement showing the unauthorized transfer is sent?",The consumer can be liable only for money taken after the report is received by the bank.,weak,incorrect,"Source: Federal Trade Commission — FTC Consumer Advice, Lost or Stolen Credit, ATM, and Debit Cards."
8,high,"Under federal rules, what can happen if a lost or stolen debit card is reported more than 60 calendar days after the statement showing the unauthorized transfer is sent?",The consumer can be liable for all money taken from the account and linked overdraft line.,strong,correct,"Source: Federal Trade Commission — FTC Consumer Advice, Lost or Stolen Credit, ATM, and Debit Cards.
Publisher verified (Federal Trade Commission)
Document unaltered since publication
Independently checked for relevance"
8,high,"Under federal rules, what can happen if a lost or stolen debit card is reported more than 60 calendar days after the statement showing the unauthorized transfer is sent?",The consumer can be liable only for money taken after the report is received by the bank.,strong,incorrect,"Source: Federal Trade Commission — FTC Consumer Advice, Lost or Stolen Credit, ATM, and Debit Cards.
Publisher verified (Federal Trade Commission)
Document unaltered since publication
Independently checked for relevance"
9,high,"In general, how is the federal Medicare Part B late enrollment penalty calculated for someone who delayed enrollment without other qualifying coverage?","The penalty is 10% of the standard Part B premium for each full 12-month period of delay, and it usually lasts as long as the person has Part B.",none,correct,
9,high,"In general, how is the federal Medicare Part B late enrollment penalty calculated for someone who delayed enrollment without other qualifying coverage?","The penalty is 5% of the standard Part B premium for each full 12-month period of delay, and it usually lasts as long as the person has Part B.",none,incorrect,
