stem_id,stakes,question_text,answer_text,att_level,correctness,attestation_text
1,low,"When a positive leap second is added to Coordinated Universal Time, how is the added second normally labeled?",The added second is labeled 23:59:60 before the clock advances to 00:00:00.,none,correct,
1,low,"When a positive leap second is added to Coordinated Universal Time, how is the added second normally labeled?",The added second is labeled 23:59:59 before the clock advances to 00:00:00.,none,incorrect,
1,low,"When a positive leap second is added to Coordinated Universal Time, how is the added second normally labeled?",The added second is labeled 23:59:60 before the clock advances to 00:00:00.,weak,correct,"Source: National Institute of Standards and Technology — NIST, Leap Seconds"
1,low,"When a positive leap second is added to Coordinated Universal Time, how is the added second normally labeled?",The added second is labeled 23:59:59 before the clock advances to 00:00:00.,weak,incorrect,"Source: National Institute of Standards and Technology — NIST, Leap Seconds"
1,low,"When a positive leap second is added to Coordinated Universal Time, how is the added second normally labeled?",The added second is labeled 23:59:60 before the clock advances to 00:00:00.,strong,correct,"Source: National Institute of Standards and Technology — NIST, Leap Seconds
Publisher verified (National Institute of Standards and Technology)
Document unaltered since publication
Independently checked for relevance"
1,low,"When a positive leap second is added to Coordinated Universal Time, how is the added second normally labeled?",The added second is labeled 23:59:59 before the clock advances to 00:00:00.,strong,incorrect,"Source: National Institute of Standards and Technology — NIST, Leap Seconds
Publisher verified (National Institute of Standards and Technology)
Document unaltered since publication
Independently checked for relevance"
2,low,Where is the geographic center of the United States when all 50 states are included?,"It is near Belle Fourche, South Dakota, when all 50 states are included.",none,correct,
2,low,Where is the geographic center of the United States when all 50 states are included?,"It is near Lebanon, Kansas, when all 50 states are included.",none,incorrect,
2,low,Where is the geographic center of the United States when all 50 states are included?,"It is near Belle Fourche, South Dakota, when all 50 states are included.",weak,correct,"Source: U.S. Geological Survey — USGS, Where is the geographic center of the United States?"
2,low,Where is the geographic center of the United States when all 50 states are included?,"It is near Lebanon, Kansas, when all 50 states are included.",weak,incorrect,"Source: U.S. Geological Survey — USGS, Where is the geographic center of the United States?"
2,low,Where is the geographic center of the United States when all 50 states are included?,"It is near Belle Fourche, South Dakota, when all 50 states are included.",strong,correct,"Source: U.S. Geological Survey — USGS, Where is the geographic center of the United States?
Publisher verified (U.S. Geological Survey)
Document unaltered since publication
Independently checked for relevance"
2,low,Where is the geographic center of the United States when all 50 states are included?,"It is near Lebanon, Kansas, when all 50 states are included.",strong,incorrect,"Source: U.S. Geological Survey — USGS, Where is the geographic center of the United States?
Publisher verified (U.S. Geological Survey)
Document unaltered since publication
Independently checked for relevance"
3,low,"Under the formal astronomical definition, what condition keeps Pluto in the dwarf planet category rather than the planet category?","It meets the roundness condition, but it has not cleared the neighborhood around its orbit.",none,correct,
3,low,"Under the formal astronomical definition, what condition keeps Pluto in the dwarf planet category rather than the planet category?","It meets the orbital-clearing condition, but it has not achieved a nearly round shape.",none,incorrect,
3,low,"Under the formal astronomical definition, what condition keeps Pluto in the dwarf planet category rather than the planet category?","It meets the roundness condition, but it has not cleared the neighborhood around its orbit.",weak,correct,"Source: International Astronomical Union — IAU, Pluto and the Developing Landscape of Our Solar System"
3,low,"Under the formal astronomical definition, what condition keeps Pluto in the dwarf planet category rather than the planet category?","It meets the orbital-clearing condition, but it has not achieved a nearly round shape.",weak,incorrect,"Source: International Astronomical Union — IAU, Pluto and the Developing Landscape of Our Solar System"
