stem_id,stakes,question_text,answer_text,att_level,correctness,attestation_text
1,low,"According to NASA, how do Venus's rotation period and orbital period compare in Earth days?",Venus takes about 243 Earth days to rotate once and about 225 Earth days to orbit the Sun.,none,correct,
1,low,"According to NASA, how do Venus's rotation period and orbital period compare in Earth days?",Venus takes about 225 Earth days to rotate once and about 243 Earth days to orbit the Sun.,none,incorrect,
1,low,"According to NASA, how do Venus's rotation period and orbital period compare in Earth days?",Venus takes about 243 Earth days to rotate once and about 225 Earth days to orbit the Sun.,weak,correct,"Source: NASA Science — NASA Science, Solar System Exploration, “Venus.”"
1,low,"According to NASA, how do Venus's rotation period and orbital period compare in Earth days?",Venus takes about 225 Earth days to rotate once and about 243 Earth days to orbit the Sun.,weak,incorrect,"Source: NASA Science — NASA Science, Solar System Exploration, “Venus.”"
1,low,"According to NASA, how do Venus's rotation period and orbital period compare in Earth days?",Venus takes about 243 Earth days to rotate once and about 225 Earth days to orbit the Sun.,strong,correct,"Source: NASA Science — NASA Science, Solar System Exploration, “Venus.”
Publisher verified (NASA Science)
Document unaltered since publication
Independently checked for relevance"
1,low,"According to NASA, how do Venus's rotation period and orbital period compare in Earth days?",Venus takes about 225 Earth days to rotate once and about 243 Earth days to orbit the Sun.,strong,incorrect,"Source: NASA Science — NASA Science, Solar System Exploration, “Venus.”
Publisher verified (NASA Science)
Document unaltered since publication
Independently checked for relevance"
2,low,"According to NOAA, about how many meters are in one nautical mile?","One nautical mile is about 1,852 meters.",none,correct,
2,low,"According to NOAA, about how many meters are in one nautical mile?","One nautical mile is about 1,609 meters.",none,incorrect,
2,low,"According to NOAA, about how many meters are in one nautical mile?","One nautical mile is about 1,852 meters.",weak,correct,"Source: NOAA Ocean Service — NOAA Ocean Service, “What is the difference between a nautical mile and a knot?”"
2,low,"According to NOAA, about how many meters are in one nautical mile?","One nautical mile is about 1,609 meters.",weak,incorrect,"Source: NOAA Ocean Service — NOAA Ocean Service, “What is the difference between a nautical mile and a knot?”"
2,low,"According to NOAA, about how many meters are in one nautical mile?","One nautical mile is about 1,852 meters.",strong,correct,"Source: NOAA Ocean Service — NOAA Ocean Service, “What is the difference between a nautical mile and a knot?”
Publisher verified (NOAA Ocean Service)
Document unaltered since publication
Independently checked for relevance"
2,low,"According to NOAA, about how many meters are in one nautical mile?","One nautical mile is about 1,609 meters.",strong,incorrect,"Source: NOAA Ocean Service — NOAA Ocean Service, “What is the difference between a nautical mile and a knot?”
Publisher verified (NOAA Ocean Service)
Document unaltered since publication
Independently checked for relevance"
3,low,"According to the Smithsonian, what is a narwhal's tusk?","A narwhal's tusk is an enlarged tooth, usually growing from the upper jaw.",none,correct,
3,low,"According to the Smithsonian, what is a narwhal's tusk?","A narwhal's tusk is a modified horn, usually growing from the upper jaw.",none,incorrect,
3,low,"According to the Smithsonian, what is a narwhal's tusk?","A narwhal's tusk is an enlarged tooth, usually growing from the upper jaw.",weak,correct,"Source: Smithsonian Ocean — Smithsonian Ocean, “Narwhal.”"
3,low,"According to the Smithsonian, what is a narwhal's tusk?","A narwhal's tusk is a modified horn, usually growing from the upper jaw.",weak,incorrect,"Source: Smithsonian Ocean — Smithsonian Ocean, “Narwhal.”"
3,low,"According to the Smithsonian, what is a narwhal's tusk?","A narwhal's tusk is an enlarged tooth, usually growing from the upper jaw.",strong,correct,"Source: Smithsonian Ocean — Smithsonian Ocean, “Narwhal.”
Publisher verified (Smithsonian Ocean)
Document unaltered since publication
Independently checked for relevance"
3,low,"According to the Smithsonian, what is a narwhal's tusk?","A narwhal's tusk is a modified horn, usually growing from the upper jaw.",strong,incorrect,"Source: Smithsonian Ocean — Smithsonian Ocean, “Narwhal.”
Publisher verified (Smithsonian Ocean)
Document unaltered since publication
Independently checked for relevance"
4,low,"According to the Mauritshuis, where is Vermeer's Girl with a Pearl Earring held?",The painting is held by the Mauritshuis in The Hague.,none,correct,
4,low,"According to the Mauritshuis, where is Vermeer's Girl with a Pearl Earring held?",The painting is held by the Rijksmuseum in Amsterdam.,none,incorrect,
4,low,"According to the Mauritshuis, where is Vermeer's Girl with a Pearl Earring held?",The painting is held by the Mauritshuis in The Hague.,weak,correct,"Source: Mauritshuis — Mauritshuis, “Girl with a Pearl Earring.”"
4,low,"According to the Mauritshuis, where is Vermeer's Girl with a Pearl Earring held?",The painting is held by the Rijksmuseum in Amsterdam.,weak,incorrect,"Source: Mauritshuis — Mauritshuis, “Girl with a Pearl Earring.”"
4,low,"According to the Mauritshuis, where is Vermeer's Girl with a Pearl Earring held?",The painting is held by the Mauritshuis in The Hague.,strong,correct,"Source: Mauritshuis — Mauritshuis, “Girl with a Pearl Earring.”
Publisher verified (Mauritshuis)
Document unaltered since publication
Independently checked for relevance"
4,low,"According to the Mauritshuis, where is Vermeer's Girl with a Pearl Earring held?",The painting is held by the Rijksmuseum in Amsterdam.,strong,incorrect,"Source: Mauritshuis — Mauritshuis, “Girl with a Pearl Earring.”
Publisher verified (Mauritshuis)
Document unaltered since publication
Independently checked for relevance"
5,low,"According to the National Park Service, which lake is the deepest in the United States?","Crater Lake is the deepest lake in the United States, at about 1,943 feet.",none,correct,
5,low,"According to the National Park Service, which lake is the deepest in the United States?","Lake Tahoe is the deepest lake in the United States, at about 1,645 feet.",none,incorrect,
5,low,"According to the National Park Service, which lake is the deepest in the United States?","Crater Lake is the deepest lake in the United States, at about 1,943 feet.",weak,correct,"Source: National Park Service — National Park Service, Crater Lake National Park, “Crater Lake.”"
5,low,"According to the National Park Service, which lake is the deepest in the United States?","Lake Tahoe is the deepest lake in the United States, at about 1,645 feet.",weak,incorrect,"Source: National Park Service — National Park Service, Crater Lake National Park, “Crater Lake.”"
5,low,"According to the National Park Service, which lake is the deepest in the United States?","Crater Lake is the deepest lake in the United States, at about 1,943 feet.",strong,correct,"Source: National Park Service — National Park Service, Crater Lake National Park, “Crater Lake.”
Publisher verified (National Park Service)
Document unaltered since publication
Independently checked for relevance"
5,low,"According to the National Park Service, which lake is the deepest in the United States?","Lake Tahoe is the deepest lake in the United States, at about 1,645 feet.",strong,incorrect,"Source: National Park Service — National Park Service, Crater Lake National Park, “Crater Lake.”
Publisher verified (National Park Service)
Document unaltered since publication
Independently checked for relevance"
6,low,"According to the Academy of Motion Picture Arts and Sciences, when and where was the first Academy Awards ceremony held?",The first Academy Awards ceremony was held in 1929 at the Hollywood Roosevelt Hotel.,none,correct,
6,low,"According to the Academy of Motion Picture Arts and Sciences, when and where was the first Academy Awards ceremony held?",The first Academy Awards ceremony was held in 1930 at the Ambassador Hotel.,none,incorrect,
6,low,"According to the Academy of Motion Picture Arts and Sciences, when and where was the first Academy Awards ceremony held?",The first Academy Awards ceremony was held in 1929 at the Hollywood Roosevelt Hotel.,weak,correct,"Source: Academy of Motion Picture Arts and Sciences — Academy of Motion Picture Arts and Sciences, “The 1st Academy Awards | 1929.”"
6,low,"According to the Academy of Motion Picture Arts and Sciences, when and where was the first Academy Awards ceremony held?",The first Academy Awards ceremony was held in 1930 at the Ambassador Hotel.,weak,incorrect,"Source: Academy of Motion Picture Arts and Sciences — Academy of Motion Picture Arts and Sciences, “The 1st Academy Awards | 1929.”"
6,low,"According to the Academy of Motion Picture Arts and Sciences, when and where was the first Academy Awards ceremony held?",The first Academy Awards ceremony was held in 1929 at the Hollywood Roosevelt Hotel.,strong,correct,"Source: Academy of Motion Picture Arts and Sciences — Academy of Motion Picture Arts and Sciences, “The 1st Academy Awards | 1929.”
Publisher verified (Academy of Motion Picture Arts and Sciences)
Document unaltered since publication
Independently checked for relevance"
6,low,"According to the Academy of Motion Picture Arts and Sciences, when and where was the first Academy Awards ceremony held?",The first Academy Awards ceremony was held in 1930 at the Ambassador Hotel.,strong,incorrect,"Source: Academy of Motion Picture Arts and Sciences — Academy of Motion Picture Arts and Sciences, “The 1st Academy Awards | 1929.”
Publisher verified (Academy of Motion Picture Arts and Sciences)
Document unaltered since publication
Independently checked for relevance"
7,high,"Under the general IRS rule, what additional tax applies to an early IRA distribution before the specified age, unless an exception applies?","In general, IRA distributions taken before age 59½ are subject to a 10% additional tax unless an exception applies.",none,correct,
7,high,"Under the general IRS rule, what additional tax applies to an early IRA distribution before the specified age, unless an exception applies?","In general, IRA distributions taken before age 62 are subject to a 10% additional tax unless an exception applies.",none,incorrect,
